,tweet,politican,party,retweet,tweet_web_r,ARI,DCR,TS,punct,token,lem_token
898,".@seanhannity: CRUZ MISSILE: The Senator Rips AOC, Says ‘She’s the Base’ Joe Biden is Terrified of in 2020 https://t.co/bwXZv3GY1F",Cruz,R,False,".@seanhannity: CRUZ MISSILE: The Senator Rips AOC, Says ‘She’s the Base’ Joe Biden is Terrified of in 2020 ",10.8,8.04,8.04,seanhannity CRUZ MISSILE The Senator Rips AOC Says ‘She’s the Base’ Joe Biden is Terrified of in 2020 ,"['seanhannity', 'CRUZ', 'MISSILE', 'The', 'Senator', 'Rips', 'AOC', 'Says', '‘', 'She', '’', 'Base', '’', 'Joe', 'Biden', 'Terrified', '2020']","['seanhannity', 'CRUZ', 'MISSILE', 'The', 'Senator', 'Rips', 'AOC', 'Says', '‘', 'She', '’', 'Base', '’', 'Joe', 'Biden', 'Terrified', '2020']"
899,".@cnsnews: Cruz Blasts 'Deranged' NYT, WashPost for Slanting Trump's Mt. Rushmore Speech as 'Dark, Divisive' https://t.co/0xwis9fTg7",Cruz,R,False,".@cnsnews: Cruz Blasts 'Deranged' NYT, WashPost for Slanting Trump's Mt. Rushmore Speech as 'Dark, Divisive' ",11.9,10.32,10.32,cnsnews Cruz Blasts Deranged NYT WashPost for Slanting Trumps Mt Rushmore Speech as Dark Divisive ,"['cnsnews', 'Cruz', 'Blasts', 'Deranged', 'NYT', 'WashPost', 'Slanting', 'Trumps', 'Mt', 'Rushmore', 'Speech', 'Dark', 'Divisive']","['cnsnews', 'Cruz', 'Blasts', 'Deranged', 'NYT', 'WashPost', 'Slanting', 'Trumps', 'Mt', 'Rushmore', 'Speech', 'Dark', 'Divisive']"
900,"Heidi and I join the Guillen family in mourning Spc. Vanessa Guillen, a native Houstonian who courageously chose to… https://t.co/4cjpxQpzHj",Cruz,R,False,"Heidi and I join the Guillen family in mourning Spc. Vanessa Guillen, a native Houstonian who courageously chose to… ",7.6,9.09,9.09,Heidi and I join the Guillen family in mourning Spc Vanessa Guillen a native Houstonian who courageously chose to… ,"['Heidi', 'I', 'join', 'Guillen', 'family', 'mourning', 'Spc', 'Vanessa', 'Guillen', 'native', 'Houstonian', 'courageously', 'chose', 'to…']","['Heidi', 'I', 'join', 'Guillen', 'family', 'mourning', 'Spc', 'Vanessa', 'Guillen', 'native', 'Houstonian', 'courageously', 'chose', 'to…']"
901,Happy 74th birthday to fellow Texan and former President George W. Bush! https://t.co/6Fej75vOk8,Cruz,R,False,Happy 74th birthday to fellow Texan and former President George W. Bush! ,8.5,8.18,8.18,Happy 74th birthday to fellow Texan and former President George W Bush ,"['Happy', '74th', 'birthday', 'fellow', 'Texan', 'former', 'President', 'George', 'W', 'Bush']","['Happy', '74th', 'birthday', 'fellow', 'Texan', 'former', 'President', 'George', 'W', 'Bush']"
902,"If this isn’t pandering to the Leftist mob, I don’t know what is. https://t.co/wGqX17HVxO",Cruz,R,False,"If this isn’t pandering to the Leftist mob, I don’t know what is. ",4.3,7.93,7.93,If this isn’t pandering to the Leftist mob I don’t know what is ,"['If', '’', 'pandering', 'Leftist', 'mob', 'I', '’', 'know']","['If', '’', 'pandering', 'Leftist', 'mob', 'I', '’', 'know']"
903,Our dependence on China for life-saving medications is a national security risk. That’s why @ChrisCoons &amp; I introdu… https://t.co/1gUdvBTVky,Cruz,R,False,Our dependence on China for life-saving medications is a national security risk. That’s why @ChrisCoons &amp; I introdu… ,10.0,9.35,9.35,Our dependence on China for lifesaving medications is a national security risk That’s why ChrisCoons amp I introdu… ,"['Our', 'dependence', 'China', 'lifesaving', 'medications', 'national', 'security', 'risk', 'That', '’', 'ChrisCoons', 'amp', 'I', 'introdu…']","['Our', 'dependence', 'China', 'lifesaving', 'medication', 'national', 'security', 'risk', 'That', '’', 'ChrisCoons', 'amp', 'I', 'introdu…']"
904,A somber reminder of the price our soldiers pay every day for our freedom. Spc. Vincent Sebastian Ibarria was a San… https://t.co/VFnbKaAZkl,Cruz,R,False,A somber reminder of the price our soldiers pay every day for our freedom. Spc. Vincent Sebastian Ibarria was a San… ,5.3,7.92,7.92,A somber reminder of the price our soldiers pay every day for our freedom Spc Vincent Sebastian Ibarria was a San… ,"['A', 'somber', 'reminder', 'price', 'soldiers', 'pay', 'every', 'day', 'freedom', 'Spc', 'Vincent', 'Sebastian', 'Ibarria', 'San…']","['A', 'somber', 'reminder', 'price', 'soldier', 'pay', 'every', 'day', 'freedom', 'Spc', 'Vincent', 'Sebastian', 'Ibarria', 'San…']"
905,"Today’s Democratic party:
-Supports riots
-Support vandals
-Support anarchists
 
This is not the American way. https://t.co/For3chKpQd",Cruz,R,False,"Today’s Democratic party:
-Supports riots
-Support vandals
-Support anarchists
 
This is not the American way. ",17.2,11.75,11.75,"Today’s Democratic party
Supports riots
Support vandals
Support anarchists
 
This is not the American way ","['Today', '’', 'Democratic', 'party', 'Supports', 'riots', 'Support', 'vandals', 'Support', 'anarchists', 'This', 'American', 'way']","['Today', '’', 'Democratic', 'party', 'Supports', 'riot', 'Support', 'vandal', 'Support', 'anarchist', 'This', 'American', 'way']"
906,"Last week, instead of standing up for the lives and rights of all Americans, Senate Democrats showed their unwaveri… https://t.co/jCRqvOBAfX",Cruz,R,False,"Last week, instead of standing up for the lives and rights of all Americans, Senate Democrats showed their unwaveri… ",12.4,7.9,7.9,Last week instead of standing up for the lives and rights of all Americans Senate Democrats showed their unwaveri… ,"['Last', 'week', 'instead', 'standing', 'lives', 'rights', 'Americans', 'Senate', 'Democrats', 'showed', 'unwaveri…']","['Last', 'week', 'instead', 'standing', 'life', 'right', 'Americans', 'Senate', 'Democrats', 'showed', 'unwaveri…']"
907,"Democrats are so terrified of offending the angry Left that they can’t:
- celebrate Independence Day
- recognize ch… https://t.co/GfGrn6Pzbb",Cruz,R,False,"Democrats are so terrified of offending the angry Left that they can’t:
- celebrate Independence Day
- recognize ch… ",14.8,9.12,9.12,"Democrats are so terrified of offending the angry Left that they can’t
 celebrate Independence Day
 recognize ch… ","['Democrats', 'terrified', 'offending', 'angry', 'Left', '’', 'celebrate', 'Independence', 'Day', 'recognize', 'ch…']","['Democrats', 'terrified', 'offending', 'angry', 'Left', '’', 'celebrate', 'Independence', 'Day', 'recognize', 'ch…']"
908,"May God bless you and your family this Independence Day, and may God continue to bless America. #HappyFourthOfJuly… https://t.co/YHLWABfTox",Cruz,R,False,"May God bless you and your family this Independence Day, and may God continue to bless America. #HappyFourthOfJuly… ",13.2,7.16,7.16,May God bless you and your family this Independence Day and may God continue to bless America HappyFourthOfJuly… ,"['May', 'God', 'bless', 'family', 'Independence', 'Day', 'may', 'God', 'continue', 'bless', 'America', 'HappyFourthOfJuly…']","['May', 'God', 'bless', 'family', 'Independence', 'Day', 'may', 'God', 'continue', 'bless', 'America', 'HappyFourthOfJuly…']"
909,America stands with the people of Hong Kong fighting for democracy. We will not be intimidated by the Chinese Commu… https://t.co/V9n73zP5mu,Cruz,R,False,America stands with the people of Hong Kong fighting for democracy. We will not be intimidated by the Chinese Commu… ,6.4,8.08,8.08,America stands with the people of Hong Kong fighting for democracy We will not be intimidated by the Chinese Commu… ,"['America', 'stands', 'people', 'Hong', 'Kong', 'fighting', 'democracy', 'We', 'intimidated', 'Chinese', 'Commu…']","['America', 'stand', 'people', 'Hong', 'Kong', 'fighting', 'democracy', 'We', 'intimidated', 'Chinese', 'Commu…']"
910,"This weekend, we celebrate the birth of our nation and the gift of independence. Throughout the history of mankind,… https://t.co/f0Kqw5ZGNw",Cruz,R,False,"This weekend, we celebrate the birth of our nation and the gift of independence. Throughout the history of mankind,… ",7.6,8.26,8.26,This weekend we celebrate the birth of our nation and the gift of independence Throughout the history of mankind… ,"['This', 'weekend', 'celebrate', 'birth', 'nation', 'gift', 'independence', 'Throughout', 'history', 'mankind…']","['This', 'weekend', 'celebrate', 'birth', 'nation', 'gift', 'independence', 'Throughout', 'history', 'mankind…']"
911,"I signed @EmpoweringUSA’s Declaration of Energy Independence. Natural gas means lower costs for families, increased… https://t.co/OIaCmwnCjh",Cruz,R,False,"I signed @EmpoweringUSA’s Declaration of Energy Independence. Natural gas means lower costs for families, increased… ",14.3,12.43,12.43,I signed EmpoweringUSA’s Declaration of Energy Independence Natural gas means lower costs for families increased… ,"['I', 'signed', 'EmpoweringUSA', '’', 'Declaration', 'Energy', 'Independence', 'Natural', 'gas', 'means', 'lower', 'costs', 'families', 'increased…']","['I', 'signed', 'EmpoweringUSA', '’', 'Declaration', 'Energy', 'Independence', 'Natural', 'gas', 'mean', 'lower', 'cost', 'family', 'increased…']"
912,At a time when violent anarchists are fueling the flames of anger and unrest that threaten to tear apart the fabric… https://t.co/kI4HUPzD5r,Cruz,R,False,At a time when violent anarchists are fueling the flames of anger and unrest that threaten to tear apart the fabric… ,11.3,9.19,9.19,At a time when violent anarchists are fueling the flames of anger and unrest that threaten to tear apart the fabric… ,"['At', 'time', 'violent', 'anarchists', 'fueling', 'flames', 'anger', 'unrest', 'threaten', 'tear', 'apart', 'fabric…']","['At', 'time', 'violent', 'anarchist', 'fueling', 'flame', 'anger', 'unrest', 'threaten', 'tear', 'apart', 'fabric…']"
913,"With many Americans out of work &amp; families adjusting to distance learning as a result of #COVID19, now more than ev… https://t.co/pmt2oybE1H",Cruz,R,False,"With many Americans out of work &amp; families adjusting to distance learning as a result of #COVID19, now more than ev… ",11.5,9.19,9.19,With many Americans out of work amp families adjusting to distance learning as a result of COVID19 now more than ev… ,"['With', 'many', 'Americans', 'work', 'amp', 'families', 'adjusting', 'distance', 'learning', 'result', 'COVID19', 'ev…']","['With', 'many', 'Americans', 'work', 'amp', 'family', 'adjusting', 'distance', 'learning', 'result', 'COVID19', 'ev…']"
914,BREAKING from @DailyCaller: Cruz To Introduce Legislation Holding City Officials Accountable For Injuries From Riot… https://t.co/3fvt7nefZP,Cruz,R,False,BREAKING from @DailyCaller: Cruz To Introduce Legislation Holding City Officials Accountable For Injuries From Riot… ,18.1,13.85,13.85,BREAKING from DailyCaller Cruz To Introduce Legislation Holding City Officials Accountable For Injuries From Riot… ,"['BREAKING', 'DailyCaller', 'Cruz', 'To', 'Introduce', 'Legislation', 'Holding', 'City', 'Officials', 'Accountable', 'For', 'Injuries', 'From', 'Riot…']","['BREAKING', 'DailyCaller', 'Cruz', 'To', 'Introduce', 'Legislation', 'Holding', 'City', 'Officials', 'Accountable', 'For', 'Injuries', 'From', 'Riot…']"
915,US energy producers have ushered in an energy renaissance and made the US the #1 producer of oil and gas. Maintaini… https://t.co/jWaTwg1Oyh,Cruz,R,False,US energy producers have ushered in an energy renaissance and made the US the #1 producer of oil and gas. Maintaini… ,10.6,9.19,9.19,US energy producers have ushered in an energy renaissance and made the US the 1 producer of oil and gas Maintaini… ,"['US', 'energy', 'producers', 'ushered', 'energy', 'renaissance', 'made', 'US', '1', 'producer', 'oil', 'gas', 'Maintaini…']","['US', 'energy', 'producer', 'ushered', 'energy', 'renaissance', 'made', 'US', '1', 'producer', 'oil', 'gas', 'Maintaini…']"
916,"Whether you’re right or wrong, you have the right in this country to speak, to express your views peaceably, under… https://t.co/nXs3gBQydA",Cruz,R,False,"Whether you’re right or wrong, you have the right in this country to speak, to express your views peaceably, under… ",11.2,6.21,6.21,Whether you’re right or wrong you have the right in this country to speak to express your views peaceably under… ,"['Whether', '’', 'right', 'wrong', 'right', 'country', 'speak', 'express', 'views', 'peaceably', 'under…']","['Whether', '’', 'right', 'wrong', 'right', 'country', 'speak', 'express', 'view', 'peaceably', 'under…']"
917,#Antifa is a domestic terrorist organization. It needs to be treated as such. https://t.co/OJ4WjgpP4k,Cruz,R,False,#Antifa is a domestic terrorist organization. It needs to be treated as such. ,5.4,10.03,10.03,Antifa is a domestic terrorist organization It needs to be treated as such ,"['Antifa', 'domestic', 'terrorist', 'organization', 'It', 'needs', 'treated']","['Antifa', 'domestic', 'terrorist', 'organization', 'It', 'need', 'treated']"
918,".@RussVought45 has served @realDonaldTrump and the American people well at the Office of Management and Budget, and… https://t.co/lKFrU3aBL7",Cruz,R,False,".@RussVought45 has served @realDonaldTrump and the American people well at the Office of Management and Budget, and… ",14.8,7.27,7.27,RussVought45 has served realDonaldTrump and the American people well at the Office of Management and Budget and… ,"['RussVought45', 'served', 'realDonaldTrump', 'American', 'people', 'well', 'Office', 'Management', 'Budget', 'and…']","['RussVought45', 'served', 'realDonaldTrump', 'American', 'people', 'well', 'Office', 'Management', 'Budget', 'and…']"
919,"WATCH: Democrats just blocked @SenMikeLee’s resolution to condemn mob violence. As our cities burn, as our children… https://t.co/C0uY772KmV",Cruz,R,False,"WATCH: Democrats just blocked @SenMikeLee’s resolution to condemn mob violence. As our cities burn, as our children… ",10.5,7.77,7.77,WATCH Democrats just blocked SenMikeLee’s resolution to condemn mob violence As our cities burn as our children… ,"['WATCH', 'Democrats', 'blocked', 'SenMikeLee', '’', 'resolution', 'condemn', 'mob', 'violence', 'As', 'cities', 'burn', 'children…']","['WATCH', 'Democrats', 'blocked', 'SenMikeLee', '’', 'resolution', 'condemn', 'mob', 'violence', 'As', 'city', 'burn', 'children…']"
920,“Cruz said he would not allow Doug Benevento's nomination for EPA deputy administrator to move forward until the… https://t.co/OACFeA9Yuv,Cruz,R,False,“Cruz said he would not allow Doug Benevento's nomination for EPA deputy administrator to move forward until the… ,12.7,7.16,7.16,“Cruz said he would not allow Doug Beneventos nomination for EPA deputy administrator to move forward until the… ,"['“', 'Cruz', 'said', 'would', 'allow', 'Doug', 'Beneventos', 'nomination', 'EPA', 'deputy', 'administrator', 'move', 'forward', 'the…']","['“', 'Cruz', 'said', 'would', 'allow', 'Doug', 'Beneventos', 'nomination', 'EPA', 'deputy', 'administrator', 'move', 'forward', 'the…']"
